time	umeeg101_rel_ROI1_FC1	umeeg101_rel_ROI1_Cz	umeeg101_rel_ROI1_FC2	umeeg101_rel_ROI2_CP1	umeeg101_rel_ROI2_Pz	umeeg101_rel_ROI2_CP2	umeeg101_irr_ROI1_FC1	umeeg101_irr_ROI1_Cz	umeeg101_irr_ROI1_FC2	umeeg101_irr_ROI2_CP1	umeeg101_irr_ROI2_Pz	umeeg101_irr_ROI2_CP2	umeeg101_odd_ROI1_FC1	umeeg101_odd_ROI1_Cz	umeeg101_odd_ROI1_FC2	umeeg101_odd_ROI2_CP1	umeeg101_odd_ROI2_Pz	umeeg101_odd_ROI2_CP2	umeeg102_rel_ROI1_FC1	umeeg102_rel_ROI1_Cz	umeeg102_rel_ROI1_FC2	umeeg102_rel_ROI2_CP1	umeeg102_rel_ROI2_Pz	umeeg102_rel_ROI2_CP2	umeeg102_irr_ROI1_FC1	umeeg102_irr_ROI1_Cz	umeeg102_irr_ROI1_FC2	umeeg102_irr_ROI2_CP1	umeeg102_irr_ROI2_Pz	umeeg102_irr_ROI2_CP2	umeeg102_odd_ROI1_FC1	umeeg102_odd_ROI1_Cz	umeeg102_odd_ROI1_FC2	umeeg102_odd_ROI2_CP1	umeeg102_odd_ROI2_Pz	umeeg102_odd_ROI2_CP2	umeeg103_rel_ROI1_FC1	umeeg103_rel_ROI1_Cz	umeeg103_rel_ROI1_FC2	umeeg103_rel_ROI2_CP1	umeeg103_rel_ROI2_Pz	umeeg103_rel_ROI2_CP2	umeeg103_irr_ROI1_FC1	umeeg103_irr_ROI1_Cz	umeeg103_irr_ROI1_FC2	umeeg103_irr_ROI2_CP1	umeeg103_irr_ROI2_Pz	umeeg103_irr_ROI2_CP2	umeeg103_odd_ROI1_FC1	umeeg103_odd_ROI1_Cz	umeeg103_odd_ROI1_FC2	umeeg103_odd_ROI2_CP1	umeeg103_odd_ROI2_Pz	umeeg103_odd_ROI2_CP2	umeeg104_rel_ROI1_FC1	umeeg104_rel_ROI1_Cz	umeeg104_rel_ROI1_FC2	umeeg104_rel_ROI2_CP1	umeeg104_rel_ROI2_Pz	umeeg104_rel_ROI2_CP2	umeeg104_irr_ROI1_FC1	umeeg104_irr_ROI1_Cz	umeeg104_irr_ROI1_FC2	umeeg104_irr_ROI2_CP1	umeeg104_irr_ROI2_Pz	umeeg104_irr_ROI2_CP2	umeeg104_odd_ROI1_FC1	umeeg104_odd_ROI1_Cz	umeeg104_odd_ROI1_FC2	umeeg104_odd_ROI2_CP1	umeeg104_odd_ROI2_Pz	umeeg104_odd_ROI2_CP2	umeeg105_rel_ROI1_FC1	umeeg105_rel_ROI1_Cz	umeeg105_rel_ROI1_FC2	umeeg105_rel_ROI2_CP1	umeeg105_rel_ROI2_Pz	umeeg105_rel_ROI2_CP2	umeeg105_irr_ROI1_FC1	umeeg105_irr_ROI1_Cz	umeeg105_irr_ROI1_FC2	umeeg105_irr_ROI2_CP1	umeeg105_irr_ROI2_Pz	umeeg105_irr_ROI2_CP2	umeeg105_odd_ROI1_FC1	umeeg105_odd_ROI1_Cz	umeeg105_odd_ROI1_FC2	umeeg105_odd_ROI2_CP1	umeeg105_odd_ROI2_Pz	umeeg105_odd_ROI2_CP2	umeeg106_rel_ROI1_FC1	umeeg106_rel_ROI1_Cz	umeeg106_rel_ROI1_FC2	umeeg106_rel_ROI2_CP1	umeeg106_rel_ROI2_Pz	umeeg106_rel_ROI2_CP2	umeeg106_irr_ROI1_FC1	umeeg106_irr_ROI1_Cz	umeeg106_irr_ROI1_FC2	umeeg106_irr_ROI2_CP1	umeeg106_irr_ROI2_Pz	umeeg106_irr_ROI2_CP2	umeeg106_odd_ROI1_FC1	umeeg106_odd_ROI1_Cz	umeeg106_odd_ROI1_FC2	umeeg106_odd_ROI2_CP1	umeeg106_odd_ROI2_Pz	umeeg106_odd_ROI2_CP2	umeeg107_rel_ROI1_FC1	umeeg107_rel_ROI1_Cz	umeeg107_rel_ROI1_FC2	umeeg107_rel_ROI2_CP1	umeeg107_rel_ROI2_Pz	umeeg107_rel_ROI2_CP2	umeeg107_irr_ROI1_FC1	umeeg107_irr_ROI1_Cz	umeeg107_irr_ROI1_FC2	umeeg107_irr_ROI2_CP1	umeeg107_irr_ROI2_Pz	umeeg107_irr_ROI2_CP2	umeeg107_odd_ROI1_FC1	umeeg107_odd_ROI1_Cz	umeeg107_odd_ROI1_FC2	umeeg107_odd_ROI2_CP1	umeeg107_odd_ROI2_Pz	umeeg107_odd_ROI2_CP2
42.96875	0.5913922	0.1072917	0.6567762	-0.7111558	-1.674417	-1.066105	0.4826469	-0.06206986	0.4947947	-0.7899725	-1.833542	-0.9872353	0.07302397	-0.3761047	0.3925413	-1.253736	-2.307295	-0.8077341	0.6747659	0.4083784	0.5368825	0.01177006	-0.2536377	-0.5952985	0.7422876	0.7858563	0.6462383	0.5139248	0.1785773	0.01009982	0.4523688	0.3888727	0.1174892	0.3654798	0.182592	-0.5110949	0.9443733	0.3029888	0.6845639	-0.6107481	-1.411784	-0.8719909	0.774121	0.2720141	0.6140011	-0.6364492	-1.606921	-0.9665995	0.2792979	-0.04252099	0.2044307	-0.6418278	-1.42114	-0.9164672	0.2177382	-0.1999107	-0.05283627	-0.266238	-0.7524669	-0.8754103	0.4125182	0.1266056	0.2868163	-0.2720384	-0.6202886	-0.3940126	-0.4165226	-0.5701671	-0.6221817	-0.7181179	-0.3637397	-0.6501299	1.052603	0.6644217	0.6061128	0.3104989	-0.4156009	-0.4101222	1.215643	0.6345776	0.6447845	0.3298593	-0.5711921	-0.5898018	1.772816	0.8871697	0.728411	0.4022341	-0.3511379	-1.445477	-0.3205588	-0.5717016	-0.5380765	-0.4133415	-0.0140003	-0.7179924	-0.1127518	-0.4793611	-0.2859465	-0.6894016	-0.3250821	-0.6845958	-0.421652	0.041279	-0.7252757	0.2320143	1.244811	0.4646134	0.2745808	-0.286155	-0.07465389	-0.5263218	-0.5879526	-0.8692228	0.1204912	-0.4517815	0.03406186	-0.7257605	-0.8126833	-0.6684554	0.2309664	0.1802094	0.06844062	0.4070641	0.2196709	-0.3058769
44.921875	0.5285126	0.05168563	0.5904844	-0.7698503	-1.739411	-1.095647	0.4576311	-0.07418153	0.4934451	-0.8071983	-1.803434	-0.9431992	-0.1019476	-0.5973516	0.2264255	-1.410814	-2.348217	-0.8705059	0.665047	0.3849727	0.5636322	-0.02183001	-0.3544917	-0.6244836	0.7970049	0.7765906	0.7140628	0.4222121	0.04193014	-0.05018888	0.5022177	0.3861416	0.1098478	0.4085956	0.07711443	-0.6259952	0.8813813	0.2496891	0.6752743	-0.6732299	-1.412779	-0.8893951	0.7365318	0.2048523	0.5800477	-0.7019436	-1.617943	-0.990692	0.4916147	0.2735516	0.5648309	-0.4767282	-1.221661	-0.6594583	0.1611194	-0.1947305	-0.09910206	-0.2102681	-0.7036036	-0.8485131	0.3595295	0.09657438	0.221447	-0.2019996	-0.5255724	-0.3564328	-0.3648237	-0.6061909	-0.666532	-0.4879965	-0.2313614	-0.6638075	0.9818701	0.5824792	0.5803984	0.1435454	-0.5554112	-0.493299	1.147367	0.552986	0.6094379	0.1409349	-0.7075479	-0.6887184	1.639027	0.6743752	0.4966139	0.1817051	-0.5537612	-1.636149	-0.3262573	-0.6181778	-0.4805212	-0.5679777	-0.2036046	-0.7948253	-0.09223541	-0.5023988	-0.245525	-0.8398358	-0.6073936	-0.7996711	-0.4185356	0.01112106	-0.7897566	0.2121558	1.039656	0.4372243	0.2112518	-0.3187634	-0.05751808	-0.6326923	-0.7012182	-0.8536081	0.1099872	-0.5051637	0.002768962	-0.8505163	-1.003813	-0.7908935	-0.09396677	-0.2658546	-0.2342737	0.02512229	-0.005561148	-0.5818736
46.875	0.4990197	0.0009494576	0.532526	-0.8092735	-1.783079	-1.135338	0.4458811	-0.07134711	0.5015188	-0.8002494	-1.763951	-0.8846751	-0.2764277	-0.9292297	-0.008086776	-1.561547	-2.397071	-1.028189	0.6766904	0.3648709	0.6103858	-0.06813119	-0.4855308	-0.659728	0.8346735	0.7348726	0.775521	0.3034843	-0.1260501	-0.1194628	0.5119233	0.4258702	0.148095	0.49409	-0.02163612	-0.7241346	0.9294409	0.2608497	0.6771815	-0.6531595	-1.38692	-0.886965	0.718853	0.1868004	0.5705541	-0.715381	-1.585057	-0.9610317	0.4659723	0.2644115	0.647586	-0.5013117	-1.187186	-0.6146451	0.08044551	-0.2225654	-0.163885	-0.1737496	-0.6526342	-0.8381041	0.3203548	0.07152001	0.1724876	-0.1357356	-0.4447871	-0.3252614	-0.3062379	-0.6119285	-0.6711196	-0.2881771	-0.05842481	-0.6561001	0.9174761	0.5036162	0.5415574	0.01867998	-0.6664096	-0.5694636	1.064936	0.4854834	0.5803362	-0.01723105	-0.7872421	-0.7393329	1.489507	0.5170038	0.3412103	0.01820616	-0.6275984	-1.711061	-0.327027	-0.6198251	-0.4380828	-0.6986684	-0.352668	-0.8358679	-0.06294046	-0.5195985	-0.2016616	-0.9605352	-0.8764852	-0.900474	-0.2947015	0.08180479	-0.6903635	0.1547564	0.7679806	0.3718449	0.195945	-0.2998191	0.01059471	-0.7606772	-0.8282385	-0.805869	0.1423227	-0.4879283	0.03050845	-0.9490875	-1.179049	-0.8793365	-0.08188915	-0.2020318	-0.1169221	-0.1285175	-0.1258298	-0.5740435
48.828125	0.4566913	-0.07092767	0.4794153	-0.8482441	-1.801207	-1.165415	0.4509429	-0.05917181	0.5109106	-0.7689746	-1.712108	-0.8251137	-0.4744336	-1.267524	-0.238837	-1.755342	-2.430482	-1.171194	0.7337052	0.3504386	0.6880771	-0.1434646	-0.651473	-0.6960151	0.8772452	0.6732426	0.8439651	0.1657346	-0.3315842	-0.189208	0.4865547	0.4427676	0.2266322	0.5151834	-0.1480843	-0.7953485	1.063625	0.3418612	0.6976723	-0.5503565	-1.311406	-0.8225778	0.7100618	0.1998146	0.5634727	-0.6813693	-1.511016	-0.8916026	0.176566	-0.07917189	0.4056031	-0.716919	-1.300858	-0.7976517	0.02325624	-0.2443705	-0.2056019	-0.1482195	-0.5884672	-0.8117176	0.3034189	0.06622507	0.1483785	-0.08762082	-0.3847164	-0.3111272	-0.226071	-0.5654938	-0.609965	-0.1661824	0.1335275	-0.5975102	0.8689451	0.4384609	0.5009465	-0.09033016	-0.7698308	-0.6388037	0.9891599	0.4455092	0.5649444	-0.1275376	-0.8089203	-0.7529437	1.343869	0.4692491	0.3357129	-0.03997853	-0.5217618	-1.610347	-0.3316473	-0.6077954	-0.4577552	-0.7712192	-0.4736687	-0.8822768	-0.01271056	-0.5196269	-0.1572795	-1.03749	-1.112839	-0.993611	-0.08616032	0.2268888	-0.4983254	0.09352215	0.4539962	0.2116522	0.1238039	-0.4335848	-0.03695272	-0.9728708	-1.043442	-0.8695296	0.1823253	-0.4693141	0.06946322	-1.035583	-1.353307	-0.9592671	-0.2444626	-0.4898373	-0.2519469	-0.3790787	-0.398451	-0.7661199
50.78125	0.3788473	-0.1635324	0.4282601	-0.8765953	-1.781081	-1.158342	0.4737897	-0.03851166	0.5149909	-0.7195479	-1.640222	-0.7692412	-0.694657	-1.511721	-0.3944268	-1.97912	-2.420294	-1.20283	0.8262754	0.3350803	0.7912475	-0.250043	-0.8418465	-0.7288201	0.9528123	0.617185	0.9381198	0.02527221	-0.5680775	-0.2518511	0.4568223	0.4118533	0.354621	0.4108371	-0.3422786	-0.8303476	1.188363	0.4429698	0.7213618	-0.4246873	-1.200126	-0.7049519	0.6814638	0.1983475	0.523302	-0.6261916	-1.407171	-0.8200622	-0.2818989	-0.5738327	-0.05126134	-0.9855458	-1.417868	-1.079197	0.01554807	-0.2380149	-0.2011219	-0.1241817	-0.5197956	-0.745977	0.2976899	0.07194267	0.1352887	-0.06543568	-0.341117	-0.3134269	-0.1441634	-0.4879992	-0.5111535	-0.1234981	0.2971927	-0.4838108	0.8329504	0.3918531	0.4857201	-0.2208451	-0.879829	-0.6964506	0.9282699	0.4250277	0.5593835	-0.209012	-0.8040831	-0.7639488	1.214306	0.477174	0.4275187	-0.02897552	-0.3403205	-1.404943	-0.3516041	-0.6149408	-0.540186	-0.7962189	-0.5975478	-0.9531156	0.03886372	-0.5337375	-0.1384019	-1.086206	-1.324038	-1.106501	0.1636232	0.4233168	-0.2751761	0.07086115	0.110292	-0.01747614	0.03121554	-0.6476988	-0.1400409	-1.224243	-1.31941	-1.000528	0.2117489	-0.483472	0.08946239	-1.117006	-1.532534	-1.046037	-0.1423522	-0.3768592	-0.1034727	-0.493356	-0.5444385	-0.7378516
52.734375	0.2821523	-0.252068	0.3798459	-0.8690597	-1.71489	-1.102663	0.4913441	-0.01954947	0.5027053	-0.671894	-1.548039	-0.7175488	-0.8646979	-1.609652	-0.4327073	-2.151747	-2.35575	-1.116732	0.9321131	0.3282782	0.9081759	-0.3597589	-1.022202	-0.7510746	1.081359	0.599609	1.070127	-0.09517757	-0.8077628	-0.299125	0.4680274	0.3687257	0.5444523	0.2058821	-0.6200421	-0.8250629	1.205236	0.4908432	0.7077359	-0.3439232	-1.084066	-0.588531	0.634194	0.1663731	0.4496746	-0.5705548	-1.290939	-0.7733024	-0.6905541	-0.9451374	-0.4918451	-1.128897	-1.405986	-1.288498	0.04287853	-0.2164243	-0.1656856	-0.09816752	-0.4603469	-0.6529972	0.283159	0.0670459	0.1127379	-0.06982035	-0.3035029	-0.3210414	-0.08416238	-0.4030915	-0.4169912	-0.09618986	0.3728054	-0.3462737	0.8183776	0.3702362	0.5154175	-0.3632323	-0.9984502	-0.7413892	0.8804095	0.4117866	0.5567656	-0.2845928	-0.8020806	-0.7921277	1.101258	0.4329896	0.4843481	-0.03509638	-0.2548906	-1.240112	-0.3620194	-0.610068	-0.6146675	-0.8096692	-0.7408744	-1.017893	0.09933504	-0.5392781	-0.1194184	-1.110564	-1.513263	-1.225449	0.3921572	0.6495323	-0.06428888	0.1108623	-0.231077	-0.2222264	0.1184894	-0.5655316	0.0003544953	-1.356055	-1.51571	-0.9593899	0.2715561	-0.4534032	0.139956	-1.168452	-1.688412	-1.09799	-0.2213246	-0.5388493	-0.2020753	-0.7561383	-0.7108942	-0.8789269
54.6875	0.2048598	-0.3030888	0.3362295	-0.8173329	-1.606081	-1.011906	0.4847325	-0.005337436	0.4728225	-0.6307222	-1.440832	-0.6630312	-0.9109256	-1.588575	-0.391057	-2.182293	-2.239386	-1.002942	1.027814	0.3394761	1.029913	-0.4409497	-1.166428	-0.7612737	1.248621	0.6287588	1.231561	-0.1844041	-1.021834	-0.3308487	0.563621	0.3787449	0.7973014	-0.009104069	-0.9515885	-0.7874069	1.12144	0.4731919	0.6476892	-0.3150789	-0.9834077	-0.5172782	0.5810763	0.1170424	0.3644	-0.5198826	-1.173542	-0.7508518	-0.9035451	-1.065345	-0.7559326	-1.080032	-1.24773	-1.352982	0.07710763	-0.2045019	-0.1303009	-0.06907702	-0.4196789	-0.5779692	0.2485395	0.03841904	0.07253718	-0.08908579	-0.2623703	-0.3200856	-0.09233298	-0.3361139	-0.3761156	-0.05330458	0.3635163	-0.2224618	0.8178547	0.3584506	0.5782004	-0.4962268	-1.113143	-0.7792484	0.8393753	0.3989346	0.555639	-0.3608435	-0.8134902	-0.8258727	0.9855787	0.2642001	0.4157113	-0.1335284	-0.3706827	-1.213161	-0.3642007	-0.5880749	-0.6439286	-0.8660375	-0.9017701	-1.05271	0.1670744	-0.525536	-0.0813182	-1.121983	-1.68554	-1.326267	0.5213923	0.8024843	0.07627533	0.1696575	-0.5653314	-0.3690802	0.01340242	-0.7585647	-0.05605169	-1.552766	-1.761346	-1.040098	0.2975587	-0.4690596	0.1443934	-1.228309	-1.837261	-1.163671	-0.07637567	-0.2605871	-0.003571667	-0.8949631	-0.6874754	-0.8029736
56.640625	0.1717241	-0.2986329	0.2904122	-0.7334263	-1.467422	-0.9163039	0.4539497	0.007362426	0.4361326	-0.5833594	-1.329975	-0.5987251	-0.7807882	-1.48091	-0.3156008	-2.027216	-2.082872	-0.943736	1.114221	0.3817933	1.155858	-0.4736109	-1.262938	-0.7587664	1.414256	0.6890554	1.39612	-0.241122	-1.187613	-0.3495827	0.7332497	0.4514226	1.066229	-0.1575072	-1.273352	-0.7439664	1.025597	0.4379949	0.5678111	-0.2869895	-0.8921098	-0.487844	0.5410632	0.08535665	0.2975853	-0.4637761	-1.058742	-0.7270443	-0.8963253	-1.005958	-0.8139207	-0.9242358	-1.062688	-1.33377	0.09296969	-0.2134993	-0.1150768	-0.04843585	-0.3875374	-0.554168	0.1959681	-0.007620106	0.02127781	-0.1052096	-0.2099747	-0.3033795	-0.1677255	-0.2885252	-0.3921797	0.0009726134	0.3003337	-0.1536568	0.8364975	0.3591951	0.6474827	-0.5692304	-1.201973	-0.8043113	0.8083493	0.3947603	0.5644008	-0.4157224	-0.8280012	-0.8309861	0.8266652	-0.01324728	0.2305242	-0.3356764	-0.6269749	-1.2934	-0.3836761	-0.5959584	-0.6625268	-0.9939016	-1.069641	-1.080002	0.2395603	-0.4885078	-0.02137969	-1.125497	-1.836278	-1.385111	0.5826944	0.8983695	0.1906568	0.2261679	-0.8520203	-0.4411483	-0.2061317	-1.099819	-0.233067	-1.751527	-1.997095	-1.185681	0.3410488	-0.4386829	0.1744038	-1.264868	-1.948094	-1.189675	-0.2706028	-0.4647525	-0.1853562	-1.196895	-0.8013237	-1.002874
58.59375	0.1639529	-0.2571273	0.2330847	-0.6538295	-1.325088	-0.8410085	0.4135012	0.01672923	0.4033424	-0.5203678	-1.231852	-0.5323604	-0.5609542	-1.361364	-0.2757284	-1.782129	-1.926869	-0.9794317	1.209358	0.4558913	1.284728	-0.4608911	-1.320532	-0.7460977	1.536122	0.7539949	1.530912	-0.2673712	-1.292546	-0.3571789	0.9187112	0.5433628	1.275832	-0.2107178	-1.499528	-0.7147334	1.013983	0.4528357	0.5178168	-0.2032628	-0.7944004	-0.457839	0.5313275	0.1044004	0.2713737	-0.3869926	-0.9434401	-0.6713458	-0.790697	-0.9677176	-0.7762572	-0.815304	-0.9768827	-1.342448	0.08021173	-0.2309502	-0.118139	-0.05169991	-0.3373215	-0.5696369	0.1412744	-0.04998803	-0.02426321	-0.1054224	-0.1490222	-0.2765936	-0.2720922	-0.2729998	-0.4469154	0.02377394	0.2383124	-0.1662375	0.8637012	0.3708457	0.6961545	-0.577222	-1.257616	-0.810094	0.7913736	0.4049735	0.588831	-0.4298489	-0.835716	-0.789383	0.6184613	-0.2906426	0.02085212	-0.539147	-0.8406469	-1.351801	-0.3620202	-0.5461008	-0.6278344	-1.114332	-1.198042	-1.07387	0.3152467	-0.4413857	0.04533063	-1.124707	-1.963026	-1.40192	0.5886258	0.9107249	0.2405104	0.2446844	-1.072648	-0.5219404	-0.04817981	-0.8221571	0.02118777	-1.665133	-2.000169	-1.016922	0.3489542	-0.4566506	0.1658532	-1.30455	-2.04827	-1.228084	-0.09283894	-0.04966095	0.1318096	-1.20053	-0.7932855	-0.8365225
60.546875	0.1437178	-0.2178423	0.1573925	-0.5890597	-1.192735	-0.7888486	0.3903007	0.0286019	0.3853305	-0.4357231	-1.148069	-0.4714928	-0.4008173	-1.283789	-0.3087669	-1.594185	-1.809157	-1.065765	1.310684	0.5341203	1.388498	-0.4263268	-1.352644	-0.7326465	1.591568	0.7991516	1.607926	-0.2647462	-1.334157	-0.3565121	1.0314	0.5815079	1.355472	-0.1968542	-1.571054	-0.707397	1.095531	0.5370414	0.5220128	-0.05962302	-0.6808745	-0.3891935	0.5430585	0.1696714	0.2740086	-0.2856935	-0.8176217	-0.5765784	-0.7214313	-1.085338	-0.7723391	-0.8372312	-1.019213	-1.428644	0.05331821	-0.2289031	-0.1175873	-0.0819423	-0.2602644	-0.5795379	0.1051529	-0.06745135	-0.04665812	-0.08926742	-0.09377275	-0.249792	-0.3774639	-0.3229301	-0.5321025	-0.0283587	0.2386509	-0.238023	0.8785889	0.3900059	0.7171384	-0.5643398	-1.289331	-0.7920796	0.7901907	0.4273475	0.6240314	-0.4044466	-0.8391038	-0.7194517	0.3896282	-0.4785181	-0.1227357	-0.6465723	-0.8870421	-1.296476	-0.34594	-0.5273728	-0.6289322	-1.193453	-1.29618	-1.100739	0.4072136	-0.3724661	0.1177733	-1.108314	-2.052274	-1.381563	0.6258496	0.9326129	0.2687164	0.2513681	-1.204204	-0.6417353	-0.1054504	-0.9341861	-0.0774955	-1.671606	-2.070473	-1.122676	0.3826598	-0.4339143	0.1916097	-1.304724	-2.111913	-1.235779	-0.02240885	0.1235867	0.3031476	-1.204241	-0.9222921	-0.7432342
62.5	0.08162022	-0.2221883	0.06801164	-0.5292444	-1.073284	-0.7496321	0.3863704	0.03781625	0.3730538	-0.3480128	-1.069151	-0.4269505	-0.4290308	-1.287576	-0.4221836	-1.58234	-1.754776	-1.138658	1.374881	0.5648832	1.418572	-0.3975738	-1.367929	-0.7359691	1.583125	0.8102677	1.609388	-0.2355562	-1.315845	-0.353618	1.015195	0.52959	1.287405	-0.1637384	-1.491242	-0.7086455	1.145207	0.6084805	0.5187249	0.07678126	-0.5567367	-0.2998749	0.5605493	0.2523756	0.2814714	-0.166726	-0.6710169	-0.4606398	-0.7646602	-1.338003	-0.8755798	-0.9415638	-1.092963	-1.541542	0.03139584	-0.1982256	-0.1016653	-0.1238444	-0.1715651	-0.5474634	0.09629205	-0.05427108	-0.03936069	-0.07333487	-0.05491418	-0.2243416	-0.4471297	-0.4457488	-0.6273658	-0.1345038	0.2976439	-0.3205503	0.874384	0.4172567	0.7193515	-0.5684311	-1.308106	-0.7542058	0.7933491	0.4441577	0.6516162	-0.3711023	-0.8488224	-0.668287	0.188697	-0.5693994	-0.1975065	-0.6220954	-0.7826887	-1.151923	-0.2960625	-0.4678799	-0.6011629	-1.183078	-1.359807	-1.127145	0.4943514	-0.3207656	0.1659653	-1.086308	-2.10503	-1.361309	0.7154261	0.970733	0.266673	0.26775	-1.276927	-0.8147031	0.02036919	-0.7899405	-0.01335454	-1.562836	-2.03178	-1.132762	0.4347368	-0.3843436	0.2360864	-1.263673	-2.131548	-1.227055	-0.004381185	0.09914691	0.3585878	-1.234959	-1.132802	-0.6980359
64.453125	-0.005850312	-0.2685309	-0.0160566	-0.4451471	-0.945827	-0.700691	0.3922819	0.04860073	0.352143	-0.2667341	-0.9704067	-0.393898	-0.612058	-1.337319	-0.5705312	-1.707615	-1.736806	-1.145092	1.338416	0.507303	1.326526	-0.3899012	-1.356632	-0.7719993	1.523157	0.7794936	1.528041	-0.1892541	-1.244815	-0.3579993	0.8902059	0.4182974	1.11822	-0.1397528	-1.320768	-0.695405	1.077164	0.6032804	0.4605877	0.1446946	-0.4390289	-0.2309372	0.5552737	0.307394	0.2611991	-0.04560421	-0.496239	-0.3552509	-0.8629469	-1.553965	-1.039678	-0.991127	-1.081775	-1.581903	0.02367708	-0.156209	-0.08260817	-0.1443164	-0.09518041	-0.4751764	0.1152179	-0.01832072	-0.003718852	-0.07343815	-0.0381395	-0.1945144	-0.4816459	-0.6046044	-0.7111432	-0.2460806	0.3793153	-0.3444757	0.8410477	0.4274284	0.7103258	-0.6299133	-1.327657	-0.7223079	0.7930318	0.4473486	0.6569063	-0.353121	-0.8618763	-0.6670192	0.06113285	-0.6254234	-0.2474328	-0.5384016	-0.6905565	-1.040912	-0.2522491	-0.4173923	-0.5641137	-1.133898	-1.415771	-1.164335	0.5688884	-0.2892233	0.1933732	-1.059431	-2.112192	-1.351822	0.8831535	1.077441	0.3061515	0.345006	-1.312834	-0.9493141	0.08026566	-0.7713425	-0.03445473	-1.504725	-1.998865	-1.204712	0.4298051	-0.4209701	0.2004885	-1.22613	-2.122052	-1.265282	-0.0639489	-0.1433834	0.2515901	-1.353488	-1.378271	-0.7517324
66.40625	-0.08643834	-0.3272446	-0.0811369	-0.3344072	-0.7871569	-0.6343983	0.3838366	0.05885388	0.3102528	-0.1992557	-0.8364242	-0.3639206	-0.8122444	-1.38432	-0.6934364	-1.846089	-1.712026	-1.096523	1.161524	0.3510343	1.107118	-0.4088134	-1.312564	-0.8477694	1.421347	0.7082174	1.369865	-0.1393978	-1.126269	-0.3743677	0.7305896	0.3054436	0.9212506	-0.1309588	-1.143385	-0.6445664	0.8764233	0.5032148	0.3237653	0.1328501	-0.3306042	-0.2124978	0.5330522	0.3245146	0.2162269	0.06861365	-0.3034924	-0.2785806	-0.920054	-1.596321	-1.185102	-0.8931499	-0.9485435	-1.515195	0.02585058	-0.130413	-0.08159562	-0.1220172	-0.0454571	-0.3965366	0.1488158	0.02378783	0.04622208	-0.08896355	-0.03247957	-0.1537995	-0.4850516	-0.713083	-0.7498355	-0.3018027	0.431188	-0.2756939	0.7928905	0.4112536	0.6954304	-0.7255464	-1.336644	-0.7129402	0.7819418	0.4337823	0.6388661	-0.3634312	-0.8651741	-0.7117602	0.02747346	-0.7039449	-0.3172917	-0.4857517	-0.7642638	-1.074102	-0.2273193	-0.3848351	-0.5096776	-1.106692	-1.464454	-1.194778	0.6192866	-0.2749114	0.2080341	-1.033557	-2.071706	-1.347709	1.095944	1.222337	0.4182326	0.4932663	-1.305372	-0.9677958	0.1477513	-0.7213346	0.009152573	-1.454788	-1.935104	-1.198698	0.4821796	-0.342022	0.231479	-1.131324	-2.016665	-1.229326	0.4664904	0.5761265	0.8515625	-1.151328	-1.295614	-0.3031554
68.359375	-0.1364782	-0.3569646	-0.1274702	-0.2235372	-0.5886855	-0.5580182	0.348984	0.06519587	0.2485716	-0.1402824	-0.6734414	-0.3319353	-0.878695	-1.378716	-0.7391654	-1.85733	-1.633665	-1.03442	0.8857654	0.1495845	0.8211865	-0.4381808	-1.227996	-0.9398916	1.282042	0.6076079	1.157717	-0.09692635	-0.9665599	-0.3964209	0.6270573	0.2492294	0.7555255	-0.1190695	-0.9941215	-0.5411593	0.644133	0.3754598	0.1599658	0.09571514	-0.2194856	-0.2251697	0.5012649	0.3095069	0.158565	0.1674568	-0.1144936	-0.2321976	-0.8901049	-1.467559	-1.267762	-0.6642739	-0.7401267	-1.39273	0.03641186	-0.1261272	-0.1008101	-0.05586779	-0.01455096	-0.3438852	0.1799574	0.05895726	0.08857106	-0.09666676	-0.01478467	-0.1037204	-0.4631721	-0.6853679	-0.7180359	-0.2716538	0.443376	-0.1240888	0.7533627	0.3809557	0.6799893	-0.8011718	-1.310842	-0.7209414	0.7693418	0.4177667	0.6111437	-0.3769306	-0.8398295	-0.7636616	0.06693179	-0.8105683	-0.4029938	-0.5204998	-1.031109	-1.257961	-0.2020772	-0.3378947	-0.4228481	-1.111189	-1.471806	-1.187867	0.6449859	-0.2612413	0.2195905	-1.004994	-1.984728	-1.33053	1.245174	1.244774	0.506442	0.6395893	-1.271667	-0.9147028	0.1199672	-0.7892476	-0.00413479	-1.462051	-1.896023	-1.188741	0.4446735	-0.385696	0.1512777	-1.078368	-1.897955	-1.238353	0.4796567	0.520221	0.8185375	-1.222196	-1.400784	-0.3380352
